IB Offset,Index,Index + Base,Index: 0 Type: GL_FLOAT Size: 3 : Component 0,Index: 0 Type: GL_FLOAT Size: 3 : Component 1,Index: 0 Type: GL_FLOAT Size: 3 : Component 2,Index: 1 Type: GL_FLOAT Size: 2 : Component 0,Index: 1 Type: GL_FLOAT Size: 2 : Component 1
5229,1732,1732,2.341,-0.355,2.330,0.924,0.178
5230,361,361,2.395,-0.270,2.392,0.927,0.163
5231,360,360,2.327,-0.349,2.346,0.927,0.177
5232,387,387,2.350,-0.328,2.302,0.916,0.177
5233,173,173,2.419,-0.270,2.358,0.920,0.163
5234,388,388,2.351,-0.348,2.311,0.920,0.177
5235,387,387,2.350,-0.328,2.302,0.916,0.177
5236,388,388,2.351,-0.348,2.311,0.920,0.177
5237,389,389,2.269,-0.377,2.257,0.921,0.190
5238,387,387,2.350,-0.328,2.302,0.916,0.177
5239,174,174,2.414,-0.254,2.345,0.917,0.162
5240,173,173,2.419,-0.270,2.358,0.920,0.163
5241,1768,1768,2.453,-0.145,2.412,0.924,0.144
5242,1733,1733,2.410,-0.275,2.377,0.924,0.163
5243,173,173,2.419,-0.270,2.358,0.920,0.163
5244,1768,1768,2.453,-0.145,2.412,0.924,0.144
5245,173,173,2.419,-0.270,2.358,0.920,0.163
5246,172,172,2.461,-0.142,2.392,0.920,0.144
5247,1768,1768,2.453,-0.145,2.412,0.924,0.144
5248,361,361,2.395,-0.270,2.392,0.927,0.163
5249,1733,1733,2.410,-0.275,2.377,0.924,0.163
5250,1768,1768,2.453,-0.145,2.412,0.924,0.144
5251,1606,1606,2.437,-0.142,2.427,0.927,0.144
5252,361,361,2.395,-0.270,2.392,0.927,0.163
5253,1768,1768,2.453,-0.145,2.412,0.924,0.144
5254,1660,1660,2.465,0.011,2.425,0.924,0.124
5255,1607,1607,2.450,0.011,2.439,0.927,0.124
5256,1768,1768,2.453,-0.145,2.412,0.924,0.144
5257,1607,1607,2.450,0.011,2.439,0.927,0.124
5258,1606,1606,2.437,-0.142,2.427,0.927,0.144
5259,1768,1768,2.453,-0.145,2.412,0.924,0.144
5260,172,172,2.461,-0.142,2.392,0.920,0.144
5261,171,171,2.473,0.011,2.405,0.920,0.124
5262,1768,1768,2.453,-0.145,2.412,0.924,0.144
5263,171,171,2.473,0.011,2.405,0.920,0.124
5264,1660,1660,2.465,0.011,2.425,0.924,0.124
5265,1656,1656,2.444,0.167,2.406,0.923,0.103
5266,1607,1607,2.450,0.011,2.439,0.927,0.124
5267,1660,1660,2.465,0.011,2.425,0.924,0.124
5268,1656,1656,2.444,0.167,2.406,0.923,0.103
5269,1660,1660,2.465,0.011,2.425,0.924,0.124
5270,171,171,2.473,0.011,2.405,0.920,0.124
5271,1656,1656,2.444,0.167,2.406,0.923,0.103
5272,1659,1659,2.429,0.164,2.421,0.927,0.103
5273,1607,1607,2.450,0.011,2.439,0.927,0.124
5274,1656,1656,2.444,0.167,2.406,0.923,0.103
5275,1657,1657,2.394,0.297,2.365,0.923,0.083
5276,1658,1658,2.379,0.293,2.381,0.927,0.083
5277,1656,1656,2.444,0.167,2.406,0.923,0.103
5278,1658,1658,2.379,0.293,2.381,0.927,0.083
5279,1659,1659,2.429,0.164,2.421,0.927,0.103
5280,1656,1656,2.444,0.167,2.406,0.923,0.103
5281,171,171,2.473,0.011,2.405,0.920,0.124
5282,1620,1620,2.453,0.164,2.386,0.920,0.103
5283,1656,1656,2.444,0.167,2.406,0.923,0.103
5284,1620,1620,2.453,0.164,2.386,0.920,0.103
5285,1619,1619,2.403,0.292,2.346,0.919,0.083
5286,1656,1656,2.444,0.167,2.406,0.923,0.103
5287,1619,1619,2.403,0.292,2.346,0.919,0.083
5288,1657,1657,2.394,0.297,2.365,0.923,0.083
5289,1702,1702,2.319,0.378,2.313,0.923,0.067
5290,1658,1658,2.379,0.293,2.381,0.927,0.083
5291,1657,1657,2.394,0.297,2.365,0.923,0.083
5292,1702,1702,2.319,0.378,2.313,0.923,0.067
5293,1657,1657,2.394,0.297,2.365,0.923,0.083
5294,1619,1619,2.403,0.292,2.346,0.919,0.083
5295,1702,1702,2.319,0.378,2.313,0.923,0.067
5296,1701,1701,2.305,0.371,2.329,0.926,0.068
5297,1658,1658,2.379,0.293,2.381,0.927,0.083
5298,1702,1702,2.319,0.378,2.313,0.923,0.067
5299,1640,1640,2.228,0.407,2.251,0.923,0.053
5300,1639,1639,2.217,0.400,2.269,0.927,0.053
5301,1702,1702,2.319,0.378,2.313,0.923,0.067
5302,1639,1639,2.217,0.400,2.269,0.927,0.053
5303,1701,1701,2.305,0.371,2.329,0.926,0.068
5304,1702,1702,2.319,0.378,2.313,0.923,0.067
5305,1619,1619,2.403,0.292,2.346,0.919,0.083
5306,1662,1662,2.329,0.371,2.294,0.919,0.068
5307,1702,1702,2.319,0.378,2.313,0.923,0.067
5308,1662,1662,2.329,0.371,2.294,0.919,0.068
5309,1597,1597,2.241,0.400,2.234,0.919,0.053
5310,1702,1702,2.319,0.378,2.313,0.923,0.067
5311,1597,1597,2.241,0.400,2.234,0.919,0.053
5312,1640,1640,2.228,0.407,2.251,0.923,0.053
5313,387,387,2.350,-0.328,2.302,0.916,0.177
5314,175,175,2.409,-0.237,2.333,0.913,0.161
5315,174,174,2.414,-0.254,2.345,0.917,0.162
5316,387,387,2.350,-0.328,2.302,0.916,0.177
5317,389,389,2.269,-0.377,2.257,0.921,0.190
5318,390,390,2.272,-0.355,2.250,0.917,0.190
5319,387,387,2.350,-0.328,2.302,0.916,0.177
5320,390,390,2.272,-0.355,2.250,0.917,0.190
5321,391,391,2.275,-0.333,2.244,0.913,0.190
5322,387,387,2.350,-0.328,2.302,0.916,0.177
5323,391,391,2.275,-0.333,2.244,0.913,0.190
5324,392,392,2.349,-0.307,2.292,0.913,0.176
5325,387,387,2.350,-0.328,2.302,0.916,0.177
5326,392,392,2.349,-0.307,2.292,0.913,0.176
5327,175,175,2.409,-0.237,2.333,0.913,0.161
5328,1623,1623,2.190,-0.336,2.195,0.917,0.203
5329,390,390,2.272,-0.355,2.250,0.917,0.190
5330,389,389,2.269,-0.377,2.257,0.921,0.190
5331,1623,1623,2.190,-0.336,2.195,0.917,0.203
5332,389,389,2.269,-0.377,2.257,0.921,0.190
5333,1624,1624,2.181,-0.357,2.198,0.921,0.203
5334,1623,1623,2.190,-0.336,2.195,0.917,0.203
5335,391,391,2.275,-0.333,2.244,0.913,0.190
5336,390,390,2.272,-0.355,2.250,0.917,0.190
5337,1623,1623,2.190,-0.336,2.195,0.917,0.203
5338,1628,1628,2.198,-0.314,2.192,0.913,0.204
5339,391,391,2.275,-0.333,2.244,0.913,0.190
5340,1623,1623,2.190,-0.336,2.195,0.917,0.203
5341,1624,1624,2.181,-0.357,2.198,0.921,0.203
5342,1625,1625,2.109,-0.282,2.147,0.921,0.218
5343,1623,1623,2.190,-0.336,2.195,0.917,0.203
5344,1625,1625,2.109,-0.282,2.147,0.921,0.218
5345,1626,1626,2.122,-0.265,2.147,0.918,0.219
5346,1623,1623,2.190,-0.336,2.195,0.917,0.203
5347,1626,1626,2.122,-0.265,2.147,0.918,0.219
5348,1627,1627,2.134,-0.249,2.147,0.914,0.220
5349,1623,1623,2.190,-0.336,2.195,0.917,0.203
5350,1627,1627,2.134,-0.249,2.147,0.914,0.220
5351,1628,1628,2.198,-0.314,2.192,0.913,0.204
5352,1674,1674,2.086,-0.141,2.119,0.917,0.239
5353,1626,1626,2.122,-0.265,2.147,0.918,0.219
5354,1625,1625,2.109,-0.282,2.147,0.921,0.218
5355,1674,1674,2.086,-0.141,2.119,0.917,0.239
5356,1625,1625,2.109,-0.282,2.147,0.921,0.218
5357,1675,1675,2.072,-0.150,2.117,0.920,0.238
5358,1674,1674,2.086,-0.141,2.119,0.917,0.239
5359,1627,1627,2.134,-0.249,2.147,0.914,0.220
5360,1626,1626,2.122,-0.265,2.147,0.918,0.219
5361,1674,1674,2.086,-0.141,2.119,0.917,0.239
5362,1676,1676,2.101,-0.132,2.120,0.914,0.240
5363,1627,1627,2.134,-0.249,2.147,0.914,0.220
5364,1674,1674,2.086,-0.141,2.119,0.917,0.239
5365,1675,1675,2.072,-0.150,2.117,0.920,0.238
5366,1649,1649,2.057,0.011,2.103,0.920,0.262
5367,1674,1674,2.086,-0.141,2.119,0.917,0.239
5368,1649,1649,2.057,0.011,2.103,0.920,0.262
5369,1669,1669,2.072,0.011,2.105,0.916,0.262
5370,1674,1674,2.086,-0.141,2.119,0.917,0.239
5371,1669,1669,2.072,0.011,2.105,0.916,0.262
5372,1673,1673,2.088,0.011,2.108,0.913,0.261
5373,1674,1674,2.086,-0.141,2.119,0.917,0.239
5374,1673,1673,2.088,0.011,2.108,0.913,0.261
5375,1676,1676,2.101,-0.132,2.120,0.914,0.240
5376,1668,1668,2.068,0.163,2.103,0.916,0.285
5377,1669,1669,2.072,0.011,2.105,0.916,0.262
5378,1649,1649,2.057,0.011,2.103,0.920,0.262
5379,1668,1668,2.068,0.163,2.103,0.916,0.285
5380,1649,1649,2.057,0.011,2.103,0.920,0.262
5381,1648,1648,2.052,0.172,2.100,0.919,0.287
5382,1668,1668,2.068,0.163,2.103,0.916,0.285
5383,1673,1673,2.088,0.011,2.108,0.913,0.261
5384,1669,1669,2.072,0.011,2.105,0.916,0.262
5385,1668,1668,2.068,0.163,2.103,0.916,0.285
5386,1672,1672,2.084,0.154,2.105,0.913,0.283
5387,1673,1673,2.088,0.011,2.108,0.913,0.261
5388,1668,1668,2.068,0.163,2.103,0.916,0.285
5389,1648,1648,2.052,0.172,2.100,0.919,0.287
5390,1647,1647,2.076,0.305,2.119,0.919,0.312
5391,1668,1668,2.068,0.163,2.103,0.916,0.285
5392,1647,1647,2.076,0.305,2.119,0.919,0.312
5393,1670,1670,2.091,0.288,2.121,0.916,0.309
5394,1668,1668,2.068,0.163,2.103,0.916,0.285
5395,1670,1670,2.091,0.288,2.121,0.916,0.309
5396,1671,1671,2.105,0.271,2.122,0.913,0.305
5397,1668,1668,2.068,0.163,2.103,0.916,0.285
5398,1671,1671,2.105,0.271,2.122,0.913,0.305
5399,1672,1672,2.084,0.154,2.105,0.913,0.283
5400,332,332,0.133,0.393,3.721,0.198,0.666
5401,333,333,0.147,0.477,3.536,0.229,0.668
5402,334,334,0.000,0.488,3.536,0.228,0.691
5403,332,332,0.133,0.393,3.721,0.198,0.666
5404,334,334,0.000,0.488,3.536,0.228,0.691
5405,335,335,0.000,0.403,3.721,0.196,0.686
5406,332,332,0.133,0.393,3.721,0.198,0.666
5407,335,335,0.000,0.403,3.721,0.196,0.686
5408,336,336,-0.000,0.296,3.896,0.165,0.678
5409,332,332,0.133,0.393,3.721,0.198,0.666
5410,336,336,-0.000,0.296,3.896,0.165,0.678
5411,337,337,0.114,0.288,3.896,0.169,0.661
5412,332,332,0.133,0.393,3.721,0.198,0.666
5413,337,337,0.114,0.288,3.896,0.169,0.661
5414,338,338,0.221,0.265,3.896,0.171,0.646
5415,332,332,0.133,0.393,3.721,0.198,0.666
5416,338,338,0.221,0.265,3.896,0.171,0.646
5417,339,339,0.257,0.365,3.721,0.200,0.647
5418,332,332,0.133,0.393,3.721,0.198,0.666
5419,339,339,0.257,0.365,3.721,0.200,0.647
5420,340,340,0.284,0.445,3.536,0.230,0.647
5421,332,332,0.133,0.393,3.721,0.198,0.666
5422,340,340,0.284,0.445,3.536,0.230,0.647
5423,333,333,0.147,0.477,3.536,0.229,0.668
5424,341,341,0.156,0.537,3.344,0.260,0.669
5425,334,334,0.000,0.488,3.536,0.228,0.691
5426,333,333,0.147,0.477,3.536,0.229,0.668
5427,341,341,0.156,0.537,3.344,0.260,0.669
5428,333,333,0.147,0.477,3.536,0.229,0.668
5429,340,340,0.284,0.445,3.536,0.230,0.647
5430,341,341,0.156,0.537,3.344,0.260,0.669
5431,344,344,0.000,0.550,3.344,0.259,0.693
5432,334,334,0.000,0.488,3.536,0.228,0.691
5433,341,341,0.156,0.537,3.344,0.260,0.669
5434,342,342,0.157,0.597,3.166,0.291,0.669
5435,343,343,-0.000,0.609,3.166,0.291,0.695
5436,341,341,0.156,0.537,3.344,0.260,0.669
5437,343,343,-0.000,0.609,3.166,0.291,0.695
5438,344,344,0.000,0.550,3.344,0.259,0.693
5439,341,341,0.156,0.537,3.344,0.260,0.669
5440,340,340,0.284,0.445,3.536,0.230,0.647
5441,345,345,0.300,0.503,3.344,0.260,0.646
5442,341,341,0.156,0.537,3.344,0.260,0.669
5443,345,345,0.300,0.503,3.344,0.260,0.646
5444,346,346,0.304,0.564,3.166,0.290,0.645
5445,341,341,0.156,0.537,3.344,0.260,0.669
5446,346,346,0.304,0.564,3.166,0.290,0.645
5447,342,342,0.157,0.597,3.166,0.291,0.669
5448,3641,3641,0.424,0.450,3.344,0.258,0.626
5449,346,346,0.304,0.564,3.166,0.290,0.645
5450,345,345,0.300,0.503,3.344,0.260,0.646
5451,3641,3641,0.424,0.450,3.344,0.258,0.626
5452,345,345,0.300,0.503,3.344,0.260,0.646
5453,340,340,0.284,0.445,3.536,0.230,0.647
5454,3641,3641,0.424,0.450,3.344,0.258,0.626
5455,3642,3642,0.430,0.512,3.167,0.288,0.623
5456,346,346,0.304,0.564,3.166,0.290,0.645
5457,3641,3641,0.424,0.450,3.344,0.258,0.626
5458,340,340,0.284,0.445,3.536,0.230,0.647
5459,3619,3619,0.402,0.396,3.536,0.229,0.628
5460,3641,3641,0.424,0.450,3.344,0.258,0.626
5461,3619,3619,0.402,0.396,3.536,0.229,0.628
5462,2674,2674,0.509,0.333,3.536,0.226,0.611
5463,3641,3641,0.424,0.450,3.344,0.258,0.626
5464,2674,2674,0.509,0.333,3.536,0.226,0.611
5465,2673,2673,0.536,0.384,3.344,0.255,0.606
5466,3641,3641,0.424,0.450,3.344,0.258,0.626
5467,2673,2673,0.536,0.384,3.344,0.255,0.606
5468,2672,2672,0.545,0.447,3.169,0.285,0.602
5469,3641,3641,0.424,0.450,3.344,0.258,0.626
5470,2672,2672,0.545,0.447,3.169,0.285,0.602
5471,3642,3642,0.430,0.512,3.167,0.288,0.623
5472,3618,3618,0.364,0.322,3.721,0.200,0.631
5473,3619,3619,0.402,0.396,3.536,0.229,0.628
5474,340,340,0.284,0.445,3.536,0.230,0.647
5475,3618,3618,0.364,0.322,3.721,0.200,0.631
5476,2674,2674,0.509,0.333,3.536,0.226,0.611
5477,3619,3619,0.402,0.396,3.536,0.229,0.628
5478,3618,3618,0.364,0.322,3.721,0.200,0.631
5479,340,340,0.284,0.445,3.536,0.230,0.647
5480,339,339,0.257,0.365,3.721,0.200,0.647
5481,3618,3618,0.364,0.322,3.721,0.200,0.631
5482,339,339,0.257,0.365,3.721,0.200,0.647
5483,338,338,0.221,0.265,3.896,0.171,0.646
5484,3618,3618,0.364,0.322,3.721,0.200,0.631
5485,338,338,0.221,0.265,3.896,0.171,0.646
5486,3620,3620,0.312,0.229,3.896,0.172,0.632
5487,3618,3618,0.364,0.322,3.721,0.200,0.631
5488,3620,3620,0.312,0.229,3.896,0.172,0.632
5489,368,368,0.395,0.184,3.896,0.171,0.619
5490,3618,3618,0.364,0.322,3.721,0.200,0.631
5491,368,368,0.395,0.184,3.896,0.171,0.619
5492,2709,2709,0.461,0.267,3.721,0.199,0.615
5493,3618,3618,0.364,0.322,3.721,0.200,0.631
5494,2709,2709,0.461,0.267,3.721,0.199,0.615
5495,2674,2674,0.509,0.333,3.536,0.226,0.611
5496,347,347,0.092,0.165,4.058,0.140,0.655
5497,352,352,0.177,0.147,4.058,0.143,0.643
5498,338,338,0.221,0.265,3.896,0.171,0.646
5499,347,347,0.092,0.165,4.058,0.140,0.655
5500,338,338,0.221,0.265,3.896,0.171,0.646
5501,337,337,0.114,0.288,3.896,0.169,0.661
5502,3656,3656,0.249,0.120,4.058,0.144,0.632
5503,3620,3620,0.312,0.229,3.896,0.172,0.632
5504,338,338,0.221,0.265,3.896,0.171,0.646
5505,3656,3656,0.249,0.120,4.058,0.144,0.632
5506,338,338,0.221,0.265,3.896,0.171,0.646
5507,352,352,0.177,0.147,4.058,0.143,0.643
5508,3656,3656,0.249,0.120,4.058,0.144,0.632
5509,368,368,0.395,0.184,3.896,0.171,0.619
5510,3620,3620,0.312,0.229,3.896,0.172,0.632
5511,3656,3656,0.249,0.120,4.058,0.144,0.632
5512,352,352,0.177,0.147,4.058,0.143,0.643
5513,351,351,0.127,0.030,4.186,0.118,0.639
5514,3656,3656,0.249,0.120,4.058,0.144,0.632
5515,351,351,0.127,0.030,4.186,0.118,0.639
5516,3657,3657,0.183,0.015,4.184,0.120,0.632
5517,3656,3656,0.249,0.120,4.058,0.144,0.632
5518,3657,3657,0.183,0.015,4.184,0.120,0.632
5519,370,370,0.225,-0.014,4.186,0.120,0.625
5520,3656,3656,0.249,0.120,4.058,0.144,0.632
5521,370,370,0.225,-0.014,4.186,0.120,0.625
5522,369,369,0.314,0.085,4.058,0.145,0.622
5523,3656,3656,0.249,0.120,4.058,0.144,0.632
5524,369,369,0.314,0.085,4.058,0.145,0.622
5525,368,368,0.395,0.184,3.896,0.171,0.619
5526,347,347,0.092,0.165,4.058,0.140,0.655
5527,351,351,0.127,0.030,4.186,0.118,0.639
5528,352,352,0.177,0.147,4.058,0.143,0.643
5529,347,347,0.092,0.165,4.058,0.140,0.655
5530,337,337,0.114,0.288,3.896,0.169,0.661
5531,336,336,-0.000,0.296,3.896,0.165,0.678
5532,347,347,0.092,0.165,4.058,0.140,0.655
5533,336,336,-0.000,0.296,3.896,0.165,0.678
5534,348,348,0.000,0.171,4.058,0.136,0.668
5535,347,347,0.092,0.165,4.058,0.140,0.655
5536,348,348,0.000,0.171,4.058,0.136,0.668
5537,349,349,0.000,0.047,4.186,0.111,0.656
5538,347,347,0.092,0.165,4.058,0.140,0.655
5539,349,349,0.000,0.047,4.186,0.111,0.656
5540,350,350,0.067,0.048,4.184,0.116,0.648
5541,347,347,0.092,0.165,4.058,0.140,0.655
5542,350,350,0.067,0.048,4.184,0.116,0.648
5543,351,351,0.127,0.030,4.186,0.118,0.639
5544,476,476,0.045,-0.041,4.250,0.100,0.642
5545,350,350,0.067,0.048,4.184,0.116,0.648
5546,349,349,0.000,0.047,4.186,0.111,0.656
5547,476,476,0.045,-0.041,4.250,0.100,0.642
5548,349,349,0.000,0.047,4.186,0.111,0.656
5549,477,477,0.000,-0.058,4.259,0.092,0.644
5550,476,476,0.045,-0.041,4.250,0.100,0.642
5551,351,351,0.127,0.030,4.186,0.118,0.639
5552,350,350,0.067,0.048,4.184,0.116,0.648
5553,476,476,0.045,-0.041,4.250,0.100,0.642
5554,477,477,0.000,-0.058,4.259,0.092,0.644
5555,478,478,-0.000,-0.196,4.313,0.077,0.630
5556,476,476,0.045,-0.041,4.250,0.100,0.642
5557,478,478,-0.000,-0.196,4.313,0.077,0.630
5558,479,479,0.075,-0.067,4.259,0.099,0.636
5559,476,476,0.045,-0.041,4.250,0.100,0.642
5560,479,479,0.075,-0.067,4.259,0.099,0.636
5561,351,351,0.127,0.030,4.186,0.118,0.639
5562,3658,3658,0.120,-0.062,4.250,0.104,0.632
5563,351,351,0.127,0.030,4.186,0.118,0.639
5564,479,479,0.075,-0.067,4.259,0.099,0.636
5565,3658,3658,0.120,-0.062,4.250,0.104,0.632
5566,479,479,0.075,-0.067,4.259,0.099,0.636
5567,478,478,-0.000,-0.196,4.313,0.077,0.630
5568,3658,3658,0.120,-0.062,4.250,0.104,0.632
5569,3657,3657,0.183,0.015,4.184,0.120,0.632
5570,351,351,0.127,0.030,4.186,0.118,0.639
5571,3658,3658,0.120,-0.062,4.250,0.104,0.632
5572,478,478,-0.000,-0.196,4.313,0.077,0.630
5573,481,481,0.132,-0.093,4.259,0.101,0.628
5574,3658,3658,0.120,-0.062,4.250,0.104,0.632
5575,481,481,0.132,-0.093,4.259,0.101,0.628
5576,370,370,0.225,-0.014,4.186,0.120,0.625
5577,3658,3658,0.120,-0.062,4.250,0.104,0.632
5578,370,370,0.225,-0.014,4.186,0.120,0.625
5579,3657,3657,0.183,0.015,4.184,0.120,0.632
5580,480,480,0.181,-0.098,4.250,0.105,0.623
5581,481,481,0.132,-0.093,4.259,0.101,0.628
5582,478,478,-0.000,-0.196,4.313,0.077,0.630
5583,480,480,0.181,-0.098,4.250,0.105,0.623
5584,370,370,0.225,-0.014,4.186,0.120,0.625
5585,481,481,0.132,-0.093,4.259,0.101,0.628
5586,366,366,0.378,0.045,4.058,0.144,0.613
5587,369,369,0.314,0.085,4.058,0.145,0.622
5588,370,370,0.225,-0.014,4.186,0.120,0.625
5589,366,366,0.378,0.045,4.058,0.144,0.613
5590,370,370,0.225,-0.014,4.186,0.120,0.625
5591,371,371,0.275,-0.039,4.184,0.121,0.618
5592,480,480,0.181,-0.098,4.250,0.105,0.623
5593,371,371,0.275,-0.039,4.184,0.121,0.618
5594,370,370,0.225,-0.014,4.186,0.120,0.625
5595,480,480,0.181,-0.098,4.250,0.105,0.623
5596,478,478,-0.000,-0.196,4.313,0.077,0.630
5597,482,482,0.182,-0.126,4.259,0.101,0.621
5598,480,480,0.181,-0.098,4.250,0.105,0.623
5599,482,482,0.182,-0.126,4.259,0.101,0.621
5600,372,372,0.310,-0.071,4.186,0.121,0.612
5601,480,480,0.181,-0.098,4.250,0.105,0.623
5602,372,372,0.310,-0.071,4.186,0.121,0.612
5603,371,371,0.275,-0.039,4.184,0.121,0.618
5604,366,366,0.378,0.045,4.058,0.144,0.613
5605,371,371,0.275,-0.039,4.184,0.121,0.618
5606,372,372,0.310,-0.071,4.186,0.121,0.612
5607,366,366,0.378,0.045,4.058,0.144,0.613
5608,372,372,0.310,-0.071,4.186,0.121,0.612
5609,373,373,0.435,0.002,4.058,0.144,0.604
5610,375,375,0.482,-0.039,4.058,0.143,0.596
5611,373,373,0.435,0.002,4.058,0.144,0.604
5612,372,372,0.310,-0.071,4.186,0.121,0.612
5613,375,375,0.482,-0.039,4.058,0.143,0.596
5614,372,372,0.310,-0.071,4.186,0.121,0.612
5615,377,377,0.350,-0.099,4.184,0.121,0.606
5616,483,483,0.230,-0.137,4.250,0.105,0.615
5617,377,377,0.350,-0.099,4.184,0.121,0.606
5618,372,372,0.310,-0.071,4.186,0.121,0.612
5619,483,483,0.230,-0.137,4.250,0.105,0.615
5620,372,372,0.310,-0.071,4.186,0.121,0.612
5621,482,482,0.182,-0.126,4.259,0.101,0.621
5622,483,483,0.230,-0.137,4.250,0.105,0.615
5623,482,482,0.182,-0.126,4.259,0.101,0.621
5624,478,478,-0.000,-0.196,4.313,0.077,0.630
5625,483,483,0.230,-0.137,4.250,0.105,0.615
5626,478,478,-0.000,-0.196,4.313,0.077,0.630
5627,484,484,0.216,-0.165,4.259,0.100,0.614
5628,483,483,0.230,-0.137,4.250,0.105,0.615
5629,484,484,0.216,-0.165,4.259,0.100,0.614
5630,378,378,0.369,-0.137,4.186,0.119,0.601
5631,483,483,0.230,-0.137,4.250,0.105,0.615
5632,378,378,0.369,-0.137,4.186,0.119,0.601
5633,377,377,0.350,-0.099,4.184,0.121,0.606
5634,375,375,0.482,-0.039,4.058,0.143,0.596
5635,377,377,0.350,-0.099,4.184,0.121,0.606
5636,378,378,0.369,-0.137,4.186,0.119,0.601
5637,375,375,0.482,-0.039,4.058,0.143,0.596
5638,378,378,0.369,-0.137,4.186,0.119,0.601
5639,379,379,0.519,-0.092,4.058,0.140,0.589
5640,405,405,0.545,-0.167,4.058,0.135,0.580
5641,379,379,0.519,-0.092,4.058,0.140,0.589
5642,378,378,0.369,-0.137,4.186,0.119,0.601
5643,405,405,0.545,-0.167,4.058,0.135,0.580
5644,378,378,0.369,-0.137,4.186,0.119,0.601
5645,406,406,0.395,-0.188,4.184,0.116,0.595
5646,485,485,0.259,-0.194,4.250,0.102,0.608
5647,406,406,0.395,-0.188,4.184,0.116,0.595
5648,378,378,0.369,-0.137,4.186,0.119,0.601
5649,485,485,0.259,-0.194,4.250,0.102,0.608
5650,378,378,0.369,-0.137,4.186,0.119,0.601
5651,484,484,0.216,-0.165,4.259,0.100,0.614
5652,485,485,0.259,-0.194,4.250,0.102,0.608
5653,484,484,0.216,-0.165,4.259,0.100,0.614
5654,478,478,-0.000,-0.196,4.313,0.077,0.630
5655,485,485,0.259,-0.194,4.250,0.102,0.608
5656,478,478,-0.000,-0.196,4.313,0.077,0.630
5657,486,486,0.230,-0.225,4.259,0.096,0.608
5658,485,485,0.259,-0.194,4.250,0.102,0.608
5659,486,486,0.230,-0.225,4.259,0.096,0.608
5660,407,407,0.393,-0.244,4.186,0.111,0.590
5661,485,485,0.259,-0.194,4.250,0.102,0.608
5662,407,407,0.393,-0.244,4.186,0.111,0.590
5663,406,406,0.395,-0.188,4.184,0.116,0.595
5664,405,405,0.545,-0.167,4.058,0.135,0.580
5665,406,406,0.395,-0.188,4.184,0.116,0.595
5666,407,407,0.393,-0.244,4.186,0.111,0.590
5667,405,405,0.545,-0.167,4.058,0.135,0.580
5668,407,407,0.393,-0.244,4.186,0.111,0.590
5669,408,408,0.554,-0.248,4.058,0.129,0.572
5670,415,415,0.538,-0.323,4.058,0.122,0.567
5671,408,408,0.554,-0.248,4.058,0.129,0.572
5672,407,407,0.393,-0.244,4.186,0.111,0.590
5673,415,415,0.538,-0.323,4.058,0.122,0.567
5674,407,407,0.393,-0.244,4.186,0.111,0.590
5675,417,417,0.391,-0.298,4.184,0.107,0.586
5676,487,487,0.256,-0.265,4.250,0.096,0.602
5677,417,417,0.391,-0.298,4.184,0.107,0.586
5678,407,407,0.393,-0.244,4.186,0.111,0.590
5679,487,487,0.256,-0.265,4.250,0.096,0.602
5680,407,407,0.393,-0.244,4.186,0.111,0.590
5681,486,486,0.230,-0.225,4.259,0.096,0.608
5682,487,487,0.256,-0.265,4.250,0.096,0.602
5683,486,486,0.230,-0.225,4.259,0.096,0.608
5684,478,478,-0.000,-0.196,4.313,0.077,0.630
5685,487,487,0.256,-0.265,4.250,0.096,0.602
5686,478,478,-0.000,-0.196,4.313,0.077,0.630
5687,488,488,0.210,-0.285,4.259,0.090,0.604
5688,487,487,0.256,-0.265,4.250,0.096,0.602
5689,488,488,0.210,-0.285,4.259,0.090,0.604
5690,418,418,0.358,-0.346,4.186,0.100,0.584
5691,487,487,0.256,-0.265,4.250,0.096,0.602
5692,418,418,0.358,-0.346,4.186,0.100,0.584
5693,417,417,0.391,-0.298,4.184,0.107,0.586
5694,415,415,0.538,-0.323,4.058,0.122,0.567
5695,417,417,0.391,-0.298,4.184,0.107,0.586
5696,418,418,0.358,-0.346,4.186,0.100,0.584
5697,415,415,0.538,-0.323,4.058,0.122,0.567
5698,418,418,0.358,-0.346,4.186,0.100,0.584
5699,419,419,0.504,-0.394,4.058,0.113,0.562
5700,431,431,0.456,-0.467,4.058,0.103,0.559
5701,419,419,0.504,-0.394,4.058,0.113,0.562
5702,418,418,0.358,-0.346,4.186,0.100,0.584
5703,431,431,0.456,-0.467,4.058,0.103,0.559
5704,418,418,0.358,-0.346,4.186,0.100,0.584
5705,433,433,0.332,-0.401,4.184,0.094,0.580
5706,489,489,0.218,-0.332,4.250,0.087,0.599
5707,433,433,0.332,-0.401,4.184,0.094,0.580
5708,418,418,0.358,-0.346,4.186,0.100,0.584
5709,489,489,0.218,-0.332,4.250,0.087,0.599
5710,418,418,0.358,-0.346,4.186,0.100,0.584
5711,488,488,0.210,-0.285,4.259,0.090,0.604
5712,489,489,0.218,-0.332,4.250,0.087,0.599
5713,488,488,0.210,-0.285,4.259,0.090,0.604
5714,478,478,-0.000,-0.196,4.313,0.077,0.630
5715,489,489,0.218,-0.332,4.250,0.087,0.599
5716,478,478,-0.000,-0.196,4.313,0.077,0.630
5717,490,490,0.170,-0.339,4.259,0.082,0.602
