IB Offset,Index,Index + Base,Index: 0 Type: GL_FLOAT Size: 3 : Component 0,Index: 0 Type: GL_FLOAT Size: 3 : Component 1,Index: 0 Type: GL_FLOAT Size: 3 : Component 2,Index: 1 Type: GL_FLOAT Size: 2 : Component 0,Index: 1 Type: GL_FLOAT Size: 2 : Component 1
30245,6912,6912,-1.047,0.040,0.497,0.859,0.792
30246,6911,6911,-1.045,0.039,0.572,0.869,0.792
30247,6912,6912,-1.047,0.040,0.497,0.859,0.792
30248,6870,6870,-1.048,0.003,0.496,0.859,0.797
30249,6911,6911,-1.045,0.039,0.572,0.869,0.792
30250,6870,6870,-1.048,0.003,0.496,0.859,0.797
30251,6913,6913,-1.046,0.001,0.571,0.869,0.797
30252,6911,6911,-1.045,0.039,0.572,0.869,0.792
30253,6913,6913,-1.046,0.001,0.571,0.869,0.797
30254,6804,6804,-1.034,-0.000,0.645,0.879,0.797
30255,6911,6911,-1.045,0.039,0.572,0.869,0.792
30256,6804,6804,-1.034,-0.000,0.645,0.879,0.797
30257,6803,6803,-1.033,0.036,0.646,0.879,0.792
30258,6991,6991,-1.038,0.039,0.471,0.854,0.792
30259,6912,6912,-1.047,0.040,0.497,0.859,0.792
30260,6905,6905,-1.039,0.076,0.497,0.859,0.787
30261,6991,6991,-1.038,0.039,0.471,0.854,0.792
30262,6870,6870,-1.048,0.003,0.496,0.859,0.797
30263,6912,6912,-1.047,0.040,0.497,0.859,0.792
30264,6991,6991,-1.038,0.039,0.471,0.854,0.792
30265,6905,6905,-1.039,0.076,0.497,0.859,0.787
30266,6986,6986,-1.030,0.073,0.471,0.854,0.786
30267,6991,6991,-1.038,0.039,0.471,0.854,0.792
30268,6986,6986,-1.030,0.073,0.471,0.854,0.786
30269,6985,6985,-1.023,0.073,0.457,0.852,0.786
30270,6991,6991,-1.038,0.039,0.471,0.854,0.792
30271,6985,6985,-1.023,0.073,0.457,0.852,0.786
30272,6992,6992,-1.031,0.041,0.457,0.852,0.791
30273,6991,6991,-1.038,0.039,0.471,0.854,0.792
30274,6992,6992,-1.031,0.041,0.457,0.852,0.791
30275,6872,6872,-1.034,0.007,0.456,0.852,0.797
30276,6991,6991,-1.038,0.039,0.471,0.854,0.792
30277,6872,6872,-1.034,0.007,0.456,0.852,0.797
30278,6871,6871,-1.039,0.004,0.470,0.854,0.797
30279,6991,6991,-1.038,0.039,0.471,0.854,0.792
30280,6871,6871,-1.039,0.004,0.470,0.854,0.797
30281,6870,6870,-1.048,0.003,0.496,0.859,0.797
30282,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30283,6871,6871,-1.039,0.004,0.470,0.854,0.797
30284,6872,6872,-1.034,0.007,0.456,0.852,0.797
30285,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30286,6872,6872,-1.034,0.007,0.456,0.852,0.797
30287,6873,6873,-1.031,-0.029,0.456,0.852,0.802
30288,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30289,6870,6870,-1.048,0.003,0.496,0.859,0.797
30290,6871,6871,-1.039,0.004,0.470,0.854,0.797
30291,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30292,6869,6869,-1.042,-0.033,0.495,0.859,0.802
30293,6870,6870,-1.048,0.003,0.496,0.859,0.797
30294,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30295,6873,6873,-1.031,-0.029,0.456,0.852,0.802
30296,6874,6874,-1.021,-0.062,0.455,0.852,0.807
30297,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30298,6874,6874,-1.021,-0.062,0.455,0.852,0.807
30299,6875,6875,-1.020,-0.062,0.468,0.854,0.807
30300,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30301,6875,6875,-1.020,-0.062,0.468,0.854,0.807
30302,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30303,6868,6868,-1.033,-0.030,0.469,0.854,0.802
30304,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30305,6869,6869,-1.042,-0.033,0.495,0.859,0.802
30306,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30307,6870,6870,-1.048,0.003,0.496,0.859,0.797
30308,6869,6869,-1.042,-0.033,0.495,0.859,0.802
30309,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30310,6869,6869,-1.042,-0.033,0.495,0.859,0.802
30311,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30312,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30313,6913,6913,-1.046,0.001,0.571,0.869,0.797
30314,6870,6870,-1.048,0.003,0.496,0.859,0.797
30315,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30316,6864,6864,-1.028,-0.036,0.644,0.879,0.801
30317,6804,6804,-1.034,-0.000,0.645,0.879,0.797
30318,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30319,6804,6804,-1.034,-0.000,0.645,0.879,0.797
30320,6913,6913,-1.046,0.001,0.571,0.869,0.797
30321,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30322,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30323,6919,6919,-1.027,-0.071,0.568,0.869,0.806
30324,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30325,6919,6919,-1.027,-0.071,0.568,0.869,0.806
30326,6848,6848,-1.015,-0.069,0.642,0.879,0.806
30327,6918,6918,-1.040,-0.036,0.570,0.869,0.802
30328,6848,6848,-1.015,-0.069,0.642,0.879,0.806
30329,6864,6864,-1.028,-0.036,0.644,0.879,0.801
30330,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30331,6848,6848,-1.015,-0.069,0.642,0.879,0.806
30332,6919,6919,-1.027,-0.071,0.568,0.869,0.806
30333,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30334,6919,6919,-1.027,-0.071,0.568,0.869,0.806
30335,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30336,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30337,6849,6849,-0.996,-0.100,0.640,0.879,0.811
30338,6848,6848,-1.015,-0.069,0.642,0.879,0.806
30339,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30340,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30341,6926,6926,-1.009,-0.099,0.491,0.859,0.812
30342,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30343,6926,6926,-1.009,-0.099,0.491,0.859,0.812
30344,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30345,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30346,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30347,6928,6928,-0.981,-0.130,0.564,0.869,0.817
30348,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30349,6928,6928,-0.981,-0.130,0.564,0.869,0.817
30350,6815,6815,-0.971,-0.126,0.638,0.879,0.816
30351,6925,6925,-1.007,-0.103,0.566,0.869,0.811
30352,6815,6815,-0.971,-0.126,0.638,0.879,0.816
30353,6849,6849,-0.996,-0.100,0.640,0.879,0.811
30354,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30355,6926,6926,-1.009,-0.099,0.491,0.859,0.812
30356,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30357,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30358,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30359,6926,6926,-1.009,-0.099,0.491,0.859,0.812
30360,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30361,6876,6876,-1.029,-0.067,0.493,0.859,0.807
30362,6875,6875,-1.020,-0.062,0.468,0.854,0.807
30363,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30364,6875,6875,-1.020,-0.062,0.468,0.854,0.807
30365,6874,6874,-1.021,-0.062,0.455,0.852,0.807
30366,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30367,6874,6874,-1.021,-0.062,0.455,0.852,0.807
30368,6942,6942,-1.003,-0.091,0.456,0.851,0.812
30369,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30370,6942,6942,-1.003,-0.091,0.456,0.851,0.812
30371,6943,6943,-0.979,-0.116,0.457,0.851,0.817
30372,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30373,6943,6943,-0.979,-0.116,0.457,0.851,0.817
30374,6944,6944,-0.978,-0.116,0.464,0.854,0.817
30375,6941,6941,-1.002,-0.091,0.466,0.854,0.812
30376,6944,6944,-0.978,-0.116,0.464,0.854,0.817
30377,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30378,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30379,6944,6944,-0.978,-0.116,0.464,0.854,0.817
30380,6943,6943,-0.979,-0.116,0.457,0.851,0.817
30381,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30382,6943,6943,-0.979,-0.116,0.457,0.851,0.817
30383,6952,6952,-0.951,-0.135,0.456,0.852,0.823
30384,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30385,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30386,6944,6944,-0.978,-0.116,0.464,0.854,0.817
30387,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30388,6934,6934,-0.954,-0.146,0.486,0.859,0.822
30389,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30390,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30391,6952,6952,-0.951,-0.135,0.456,0.852,0.823
30392,6953,6953,-0.919,-0.149,0.454,0.852,0.828
30393,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30394,6953,6953,-0.919,-0.149,0.454,0.852,0.828
30395,6954,6954,-0.918,-0.150,0.459,0.854,0.828
30396,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30397,6954,6954,-0.918,-0.150,0.459,0.854,0.828
30398,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30399,6951,6951,-0.950,-0.136,0.461,0.854,0.823
30400,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30401,6934,6934,-0.954,-0.146,0.486,0.859,0.822
30402,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30403,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30404,6934,6934,-0.954,-0.146,0.486,0.859,0.822
30405,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30406,6934,6934,-0.954,-0.146,0.486,0.859,0.822
30407,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30408,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30409,6928,6928,-0.981,-0.130,0.564,0.869,0.817
30410,6927,6927,-0.984,-0.125,0.489,0.859,0.817
30411,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30412,6816,6816,-0.942,-0.147,0.636,0.880,0.821
30413,6815,6815,-0.971,-0.126,0.638,0.879,0.816
30414,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30415,6815,6815,-0.971,-0.126,0.638,0.879,0.816
30416,6928,6928,-0.981,-0.130,0.564,0.869,0.817
30417,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30418,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30419,6882,6882,-0.916,-0.167,0.558,0.869,0.827
30420,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30421,6882,6882,-0.916,-0.167,0.558,0.869,0.827
30422,6817,6817,-0.909,-0.161,0.633,0.880,0.826
30423,6933,6933,-0.950,-0.151,0.561,0.869,0.822
30424,6817,6817,-0.909,-0.161,0.633,0.880,0.826
30425,6816,6816,-0.942,-0.147,0.636,0.880,0.821
30426,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30427,6817,6817,-0.909,-0.161,0.633,0.880,0.826
30428,6882,6882,-0.916,-0.167,0.558,0.869,0.827
30429,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30430,6882,6882,-0.916,-0.167,0.558,0.869,0.827
30431,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30432,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30433,6867,6867,-0.874,-0.169,0.630,0.880,0.831
30434,6817,6817,-0.909,-0.161,0.633,0.880,0.826
30435,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30436,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30437,6884,6884,-0.884,-0.170,0.481,0.860,0.833
30438,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30439,6884,6884,-0.884,-0.170,0.481,0.860,0.833
30440,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30441,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30442,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30443,6886,6886,-0.842,-0.176,0.553,0.870,0.837
30444,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30445,6886,6886,-0.842,-0.176,0.553,0.870,0.837
30446,6854,6854,-0.838,-0.170,0.628,0.880,0.835
30447,6881,6881,-0.880,-0.175,0.556,0.870,0.832
30448,6854,6854,-0.838,-0.170,0.628,0.880,0.835
30449,6867,6867,-0.874,-0.169,0.630,0.880,0.831
30450,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30451,6884,6884,-0.884,-0.170,0.481,0.860,0.833
30452,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30453,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30454,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30455,6884,6884,-0.884,-0.170,0.481,0.860,0.833
30456,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30457,6883,6883,-0.920,-0.161,0.484,0.859,0.827
30458,6954,6954,-0.918,-0.150,0.459,0.854,0.828
30459,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30460,6954,6954,-0.918,-0.150,0.459,0.854,0.828
30461,6953,6953,-0.919,-0.149,0.454,0.852,0.828
30462,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30463,6953,6953,-0.919,-0.149,0.454,0.852,0.828
30464,6964,6964,-0.886,-0.157,0.452,0.853,0.833
30465,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30466,6964,6964,-0.886,-0.157,0.452,0.853,0.833
30467,6965,6965,-0.852,-0.158,0.449,0.853,0.838
30468,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30469,6965,6965,-0.852,-0.158,0.449,0.853,0.838
30470,6966,6966,-0.850,-0.159,0.454,0.855,0.838
30471,6963,6963,-0.885,-0.158,0.456,0.855,0.833
30472,6966,6966,-0.850,-0.159,0.454,0.855,0.838
30473,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30474,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30475,6966,6966,-0.850,-0.159,0.454,0.855,0.838
30476,6965,6965,-0.852,-0.158,0.449,0.853,0.838
30477,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30478,6965,6965,-0.852,-0.158,0.449,0.853,0.838
30479,6972,6972,-0.818,-0.153,0.444,0.854,0.843
30480,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30481,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30482,6966,6966,-0.850,-0.159,0.454,0.855,0.838
30483,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30484,6892,6892,-0.812,-0.164,0.476,0.861,0.843
30485,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30486,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30487,6972,6972,-0.818,-0.153,0.444,0.854,0.843
30488,6973,6973,-0.786,-0.140,0.439,0.854,0.848
30489,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30490,6973,6973,-0.786,-0.140,0.439,0.854,0.848
30491,6974,6974,-0.784,-0.141,0.450,0.856,0.848
30492,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30493,6974,6974,-0.784,-0.141,0.450,0.856,0.848
30494,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30495,6971,6971,-0.816,-0.153,0.452,0.856,0.843
30496,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30497,6892,6892,-0.812,-0.164,0.476,0.861,0.843
30498,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30499,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30500,6892,6892,-0.812,-0.164,0.476,0.861,0.843
30501,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30502,6892,6892,-0.812,-0.164,0.476,0.861,0.843
30503,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30504,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30505,6886,6886,-0.842,-0.176,0.553,0.870,0.837
30506,6885,6885,-0.848,-0.171,0.478,0.860,0.838
30507,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30508,6855,6855,-0.802,-0.164,0.626,0.881,0.840
30509,6854,6854,-0.838,-0.170,0.628,0.880,0.835
30510,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30511,6854,6854,-0.838,-0.170,0.628,0.880,0.835
30512,6886,6886,-0.842,-0.176,0.553,0.870,0.837
30513,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30514,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30515,6894,6894,-0.771,-0.156,0.549,0.871,0.846
30516,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30517,6894,6894,-0.771,-0.156,0.549,0.871,0.846
30518,6824,6824,-0.769,-0.151,0.624,0.881,0.845
30519,6891,6891,-0.805,-0.170,0.551,0.870,0.841
30520,6824,6824,-0.769,-0.151,0.624,0.881,0.845
30521,6855,6855,-0.802,-0.164,0.626,0.881,0.840
30522,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30523,6824,6824,-0.769,-0.151,0.624,0.881,0.845
30524,6894,6894,-0.771,-0.156,0.549,0.871,0.846
30525,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30526,6894,6894,-0.771,-0.156,0.549,0.871,0.846
30527,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30528,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30529,6825,6825,-0.738,-0.132,0.622,0.882,0.850
30530,6824,6824,-0.769,-0.151,0.624,0.881,0.845
30531,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30532,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30533,6900,6900,-0.746,-0.131,0.472,0.862,0.852
30534,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30535,6900,6900,-0.746,-0.131,0.472,0.862,0.852
30536,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30537,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30538,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30539,6902,6902,-0.712,-0.110,0.546,0.872,0.856
30540,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30541,6902,6902,-0.712,-0.110,0.546,0.872,0.856
30542,4964,4964,-0.712,-0.107,0.621,0.882,0.854
30543,6899,6899,-0.739,-0.136,0.547,0.871,0.851
30544,4964,4964,-0.712,-0.107,0.621,0.882,0.854
30545,6825,6825,-0.738,-0.132,0.622,0.882,0.850
30546,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30547,6900,6900,-0.746,-0.131,0.472,0.862,0.852
30548,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30549,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30550,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30551,6900,6900,-0.746,-0.131,0.472,0.862,0.852
30552,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30553,6893,6893,-0.777,-0.151,0.474,0.861,0.847
30554,6974,6974,-0.784,-0.141,0.450,0.856,0.848
30555,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30556,6974,6974,-0.784,-0.141,0.450,0.856,0.848
30557,6973,6973,-0.786,-0.140,0.439,0.854,0.848
30558,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30559,6973,6973,-0.786,-0.140,0.439,0.854,0.848
30560,6980,6980,-0.758,-0.120,0.437,0.855,0.853
30561,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30562,6980,6980,-0.758,-0.120,0.437,0.855,0.853
30563,6981,6981,-0.734,-0.093,0.436,0.855,0.858
30564,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30565,6981,6981,-0.734,-0.093,0.436,0.855,0.858
30566,6982,6982,-0.730,-0.098,0.447,0.858,0.858
30567,6979,6979,-0.755,-0.122,0.448,0.857,0.853
30568,6982,6982,-0.730,-0.098,0.447,0.858,0.858
30569,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30570,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30571,6982,6982,-0.730,-0.098,0.447,0.858,0.858
30572,6981,6981,-0.734,-0.093,0.436,0.855,0.858
30573,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30574,6981,6981,-0.734,-0.093,0.436,0.855,0.858
30575,6988,6988,-0.715,-0.065,0.435,0.856,0.863
30576,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30577,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30578,6982,6982,-0.730,-0.098,0.447,0.858,0.858
30579,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30580,6908,6908,-0.698,-0.076,0.470,0.863,0.862
30581,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30582,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30583,6988,6988,-0.715,-0.065,0.435,0.856,0.863
30584,6989,6989,-0.702,-0.034,0.435,0.856,0.868
30585,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30586,6989,6989,-0.702,-0.034,0.435,0.856,0.868
30587,6990,6990,-0.696,-0.038,0.446,0.858,0.868
30588,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30589,6990,6990,-0.696,-0.038,0.446,0.858,0.868
30590,6909,6909,-0.683,-0.042,0.470,0.863,0.867
30591,6987,6987,-0.710,-0.070,0.446,0.858,0.863
30592,6909,6909,-0.683,-0.042,0.470,0.863,0.867
30593,6908,6908,-0.698,-0.076,0.470,0.863,0.862
30594,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30595,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30596,6908,6908,-0.698,-0.076,0.470,0.863,0.862
30597,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30598,6908,6908,-0.698,-0.076,0.470,0.863,0.862
30599,6909,6909,-0.683,-0.042,0.470,0.863,0.867
30600,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30601,6902,6902,-0.712,-0.110,0.546,0.872,0.856
30602,6901,6901,-0.720,-0.106,0.471,0.862,0.857
30603,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30604,4965,4965,-0.691,-0.078,0.620,0.883,0.859
30605,4964,4964,-0.712,-0.107,0.621,0.882,0.854
30606,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30607,4964,4964,-0.712,-0.107,0.621,0.882,0.854
30608,6902,6902,-0.712,-0.110,0.546,0.872,0.856
30609,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30610,6909,6909,-0.683,-0.042,0.470,0.863,0.867
30611,6910,6910,-0.675,-0.045,0.544,0.873,0.866
30612,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30613,6910,6910,-0.675,-0.045,0.544,0.873,0.866
30614,4966,4966,-0.677,-0.045,0.620,0.884,0.864
30615,6907,6907,-0.690,-0.080,0.545,0.873,0.861
30616,4966,4966,-0.677,-0.045,0.620,0.884,0.864
30617,4965,4965,-0.691,-0.078,0.620,0.883,0.859
30618,6914,6914,-0.666,-0.009,0.545,0.874,0.871
30619,4966,4966,-0.677,-0.045,0.620,0.884,0.864
30620,6910,6910,-0.675,-0.045,0.544,0.873,0.866
30621,6914,6914,-0.666,-0.009,0.545,0.874,0.871
30622,6910,6910,-0.675,-0.045,0.544,0.873,0.866
30623,6909,6909,-0.683,-0.042,0.470,0.863,0.867
30624,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30625,4967,4967,-0.696,-0.038,0.646,0.891,0.863
30626,4966,4966,-0.677,-0.045,0.620,0.884,0.864
30627,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30628,4966,4966,-0.677,-0.045,0.620,0.884,0.864
30629,6858,6858,-0.669,-0.010,0.620,0.885,0.869
30630,6914,6914,-0.666,-0.009,0.545,0.874,0.871
30631,6858,6858,-0.669,-0.010,0.620,0.885,0.869
30632,4966,4966,-0.677,-0.045,0.620,0.884,0.864
30633,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30634,4968,4968,-0.716,-0.032,0.658,0.895,0.862
30635,4967,4967,-0.696,-0.038,0.646,0.891,0.863
30636,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30637,6857,6857,-0.710,-0.006,0.658,0.896,0.867
30638,4968,4968,-0.716,-0.032,0.658,0.895,0.862
30639,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30640,6828,6828,-0.709,0.022,0.658,0.897,0.871
30641,6857,6857,-0.710,-0.006,0.658,0.896,0.867
30642,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30643,6858,6858,-0.669,-0.010,0.620,0.885,0.869
30644,6830,6830,-0.668,0.026,0.621,0.886,0.874
30645,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30646,6830,6830,-0.668,0.026,0.621,0.886,0.874
30647,6829,6829,-0.688,0.024,0.647,0.893,0.873
30648,6856,6856,-0.689,-0.007,0.646,0.892,0.868
30649,6829,6829,-0.688,0.024,0.647,0.893,0.873
30650,6828,6828,-0.709,0.022,0.658,0.897,0.871
30651,6914,6914,-0.666,-0.009,0.545,0.874,0.871
30652,6830,6830,-0.668,0.026,0.621,0.886,0.874
30653,6858,6858,-0.669,-0.010,0.620,0.885,0.869
30654,6826,6826,-0.694,0.055,0.648,0.894,0.878
30655,6829,6829,-0.688,0.024,0.647,0.893,0.873
30656,6830,6830,-0.668,0.026,0.621,0.886,0.874
30657,6826,6826,-0.694,0.055,0.648,0.894,0.878
30658,6830,6830,-0.668,0.026,0.621,0.886,0.874
30659,6831,6831,-0.674,0.062,0.622,0.887,0.880
30660,6914,6914,-0.666,-0.009,0.545,0.874,0.871
30661,6917,6917,-0.665,0.029,0.546,0.875,0.876
30662,6830,6830,-0.668,0.026,0.621,0.886,0.874
30663,6920,6920,-0.672,0.066,0.547,0.876,0.882
30664,6831,6831,-0.674,0.062,0.622,0.887,0.880
30665,6830,6830,-0.668,0.026,0.621,0.886,0.874
30666,6920,6920,-0.672,0.066,0.547,0.876,0.882
30667,6830,6830,-0.668,0.026,0.621,0.886,0.874
30668,6917,6917,-0.665,0.029,0.546,0.875,0.876
30669,6826,6826,-0.694,0.055,0.648,0.894,0.878
30670,6828,6828,-0.709,0.022,0.658,0.897,0.871
30671,6829,6829,-0.688,0.024,0.647,0.893,0.873
30672,6826,6826,-0.694,0.055,0.648,0.894,0.878
30673,6827,6827,-0.714,0.048,0.659,0.899,0.875
30674,6828,6828,-0.709,0.022,0.658,0.897,0.871
30675,6826,6826,-0.694,0.055,0.648,0.894,0.878
30676,6834,6834,-0.724,0.074,0.661,0.901,0.880
30677,6827,6827,-0.714,0.048,0.659,0.899,0.875
30678,6826,6826,-0.694,0.055,0.648,0.894,0.878
30679,6831,6831,-0.674,0.062,0.622,0.887,0.880
30680,6832,6832,-0.687,0.096,0.624,0.889,0.885
30681,6826,6826,-0.694,0.055,0.648,0.894,0.878
30682,6832,6832,-0.687,0.096,0.624,0.889,0.885
30683,6833,6833,-0.705,0.085,0.650,0.896,0.883
30684,6826,6826,-0.694,0.055,0.648,0.894,0.878
30685,6833,6833,-0.705,0.085,0.650,0.896,0.883
30686,6834,6834,-0.724,0.074,0.661,0.901,0.880
30687,6920,6920,-0.672,0.066,0.547,0.876,0.882
30688,6924,6924,-0.687,0.096,0.624,0.889,0.885
30689,6831,6831,-0.674,0.062,0.622,0.887,0.880
30690,6920,6920,-0.672,0.066,0.547,0.876,0.882
30691,6923,6923,-0.685,0.101,0.549,0.876,0.887
30692,6924,6924,-0.687,0.096,0.624,0.889,0.885
30693,6920,6920,-0.672,0.066,0.547,0.876,0.882
